학수번호-분반	과목명	교수명	학점	이수구분	강의시간표 및 장소	요일	교시	장소
BUSS342 - 04	소비자행동(영강)	윤성아	3	전공선택	"월(2) L-P 217호
수(2) L-P 217호"	['월', '수']	[[2], [2]]	['L-P 217호', 'L-P 217호']
BUSS344 - 01	국제금융론	정재호	3	전공선택	"월(2) L-P 108호
수(2) L-P 108호"	['월', '수']	[[2], [2]]	['L-P 108호', 'L-P 108호']
BUSS344 - 02	국제금융론(영강)	장종익	3	전공선택	"화(6) 현차관 303호
목(6) 현차관 303호"	['화', '목']	[[6], [6]]	['현차관 303호', '현차관 303호']
BUSS352 - 00	세무회계	윤성수	3	전공선택	"월(4) L-P 432호
수(4) L-P 432호"	['월', '수']	[[4], [4]]	['L-P 432호', 'L-P 432호']
BUSS355 - 00	노사관계론	이원희	3	전공선택	금(4-5) L-P 432호	['금']	[[4, 5]]	['L-P 432호']
BUSS358 - 00	인적자원관리(영강)	김광현	3	전공선택	금(2-3) L-P 433호	['금']	[[2, 3]]	['L-P 433호']
BUSS361 - 00	고급회계	정석우	3	전공선택	"화(5) 현차관 303호
목(5) 현차관 303호"	['화', '목']	[[5], [5]]	['현차관 303호', '현차관 303호']
BUSS362 - 00	유통관리	김재욱	3	전공선택	"월(5) L-P 207호
수(5) L-P 207호"	['월', '수']	[[5], [5]]	['L-P 207호', 'L-P 207호']
BUSS363 - 01	마케팅전략	이종호	3	전공선택	"화(2) L-P 207호
목(2) L-P 207호"	['화', '목']	[[2], [2]]	['L-P 207호', 'L-P 207호']
BUSS363 - 02	마케팅전략(영강)	Tony C. Garrett	3	전공선택	"화(1) L-P 432호
목(1) L-P 432호"	['화', '목']	[[1], [1]]	['L-P 432호', 'L-P 432호']
BUSS364 - 00	기업윤리	이동섭	3	전공선택	"화(5) L-P 108호
목(5) L-P 108호"	['화', '목']	[[5], [5]]	['L-P 108호', 'L-P 108호']
BUSS365 - 00	조직디자인과경쟁우위(영강)	이재민	3	전공선택	"화(5) L-P 107호
목(5) L-P 107호"	['화', '목']	[[5], [5]]	['L-P 107호', 'L-P 107호']
BUSS376 - 00	서비스운영관리	임호순	3	전공선택	"월(2) 
수(2)"	['월', '수']	[[2], [2]]	['', '']
BUSS382 - 00	보험과위험관리(영강)	김창기	3	전공선택	"월(7-8) L-P 530호
수(7-8) L-P 530호"	['월', '수']	[[7, 8], [7, 8]]	['L-P 530호', 'L-P 530호']
BUSS384 - 01	기업재무(영강)	김중혁	3	전공선택	"화(2) L-P 530호
목(2) L-P 530호"	['화', '목']	[[2], [2]]	['L-P 530호', 'L-P 530호']
BUSS384 - 02	기업재무(영강)	나현승	3	전공선택	"화(4) L-P 531호
목(4) L-P 531호"	['화', '목']	[[4], [4]]	['L-P 531호', 'L-P 531호']
BUSS384 - 03	기업재무(영강)	황준호	3	전공선택	"월(2) 현차관 B306호
수(2) 현차관 B306호"	['월', '수']	[[2], [2]]	['현차관 B306호', '현차관 B306호']
BUSS384 - 04	기업재무(영강)	박진관	3	전공선택	"월(6) L-P 107호
수(6) L-P 107호"	['월', '수']	[[6], [6]]	['L-P 107호', 'L-P 107호']
BUSS384 - 05	기업재무(영강)	황선우	3	전공선택	"화(1-2) 현차관 B205호
목(1-2) 현차관 B205호"	['화', '목']	[[1, 2], [1, 2]]	['현차관 B205호', '현차관 B205호']
BUSS386 - 01	선물옵션(영강)	김배호	3	전공선택	"화(1-2) L-P 433호
목(1-2) L-P 433호"	['화', '목']	[[1, 2], [1, 2]]	['L-P 433호', 'L-P 433호']
BUSS386 - 02	선물옵션(영강)	정지웅	3	전공선택	수(2-3) 현차관 303호	['수']	[[2, 3]]	['현차관 303호']
BUSS386 - 03	선물옵션(영강)	김태진	3	전공선택	"월(1) L-P 108호
수(1) L-P 108호"	['월', '수']	[[1], [1]]	['L-P 108호', 'L-P 108호']
BUSS390 - 00	Business-to-Business마케팅	김재욱	3	전공선택	"월(4) L-P 207호
수(4) L-P 207호"	['월', '수']	[[4], [4]]	['L-P 207호', 'L-P 207호']
BUSS395 - 00	마케팅애널리틱스(영강)	이장혁	3	전공선택	금(5-6) 현차관 B204호	['금']	[[5, 6]]	['현차관 B204호']
BUSS397 - 00	벤처투자운용론(영강)	신명철	3	전공선택	목(7-9) L-P 208호	['목']	[[7, 8, 9]]	['L-P 208호']
BUSS402 - 01	경영전략(영강)	김영경	3	전공필수	"화(4) L-P 208호
목(4) L-P 208호"	['화', '목']	[[4], [4]]	['L-P 208호', 'L-P 208호']
BUSS402 - 02	경영전략(영강)	김남	3	전공필수	"화(2) 현차관 B206호
목(2) 현차관 B206호"	['화', '목']	[[2], [2]]	['현차관 B206호', '현차관 B206호']
BUSS402 - 03	경영전략(영강)	김종수	3	전공필수	"월(1) 현차관 303호
수(1) 현차관 303호"	['월', '수']	[[1], [1]]	['현차관 303호', '현차관 303호']
BUSS402 - 04	경영전략(영강)	김언수	3	전공필수	월(5-6) L-P 432호	['월']	[[5, 6]]	['L-P 432호']
BUSS402 - 05	경영전략	조명현	3	전공필수	"월(2) L-P 206호
수(2) L-P 206호"	['월', '수']	[[2], [2]]	['L-P 206호', 'L-P 206호']
BUSS407 - 00	신상품개발과마케팅(영강)	Tony C. Garrett	3	전공선택	"화(2) L-P 432호
목(2) L-P 432호"	['화', '목']	[[2], [2]]	['L-P 432호', 'L-P 432호']
BUSS414 - 01	채권론(영강)	이동욱	3	전공선택	"화(3-4) 현차관 B307호
금(3-4) 현차관 B307호"	['화', '금']	[[3, 4], [3, 4]]	['현차관 B307호', '현차관 B307호']
BUSS414 - 02	채권론(영강)	손범진	3	전공선택	"화(5) 현차관 B204호
목(5) 현차관 B204호"	['화', '목']	[[5], [5]]	['현차관 B204호', '현차관 B204호']
BUSS414 - 03	채권론(영강)	RHEE DENNIS KUN HYUK	3	전공선택	"월(5) L-P 433호
수(5) L-P 433호"	['월', '수']	[[5], [5]]	['L-P 433호', 'L-P 433호']
BUSS416 - 00	기업가치평가(영강)	배진한	3	전공선택	"월(1) L-P 432호
수(1) L-P 432호"	['월', '수']	[[1], [1]]	['L-P 432호', 'L-P 432호']
BUSS420 - 00	리더쉽:이론과실제	류지성	3	전공선택	"화(5) 현차관 202호
목(5) 현차관 202호"	['화', '목']	[[5], [5]]	['현차관 202호', '현차관 202호']
BUSS431 - 00	회계감사	김용미	3	전공선택	"월(1) 현차관 B301호
수(1) 현차관 B301호"	['월', '수']	[[1], [1]]	['현차관 B301호', '현차관 B301호']
BUSS467 - 00	국내경영현장실습Ⅰ	류지성	3	전공선택				
BUSS468 - 00	국내경영현장실습Ⅱ	류지성	3	전공선택				
BUSS469 - 00	국내경영현장실습Ⅲ	류지성	6	전공선택				
BUSS475 - 00	인터넷마케팅(영강)	이장혁	3	전공선택	금(1-2) 현차관 B204호	['금']	[[1, 2]]	['현차관 B204호']
BUSS484 - 00	글로벌CEO특강		3	전공선택	목(5-6) L-P 432호	['목']	[[5, 6]]	['L-P 432호']
BUSS488 - 00	구매,공급관리	김대수	3	전공선택	"월(2) 현차관 202호
수(2) 현차관 202호"	['월', '수']	[[2], [2]]	['현차관 202호', '현차관 202호']
BUSS490 - 00	국내경영현장실습Ⅵ	류지성	6	전공선택				
BUSS491 - 00	국내경영현장실습IV	류지성	3	전공선택				
BUSS492 - 00	국내경영현장실습V	류지성	3	전공선택				
BUSS495 - 00	국내경영현장실습Ⅶ	류지성	9	전공선택				
BUSS496 - 00	국내경영현장실습Ⅷ	류지성	12	전공선택				
JURA106 - 00	디지털사회와법	"김상중,이대희
이희정"	3	교양	미정			
JURA150 - 01	법학통론	정문기	3	교양	목(5-6) 법학관신관 101호	['목']	[[5, 6]]	['법학관신관 101호']
JURA150 - 02	법학통론	신은영	3	교양	화(3-4)	['화']	[[3, 4]]	['']
JURA150 - 03	법학통론	정우식	3	교양	수(4-5) 법학관신관 205호	['수']	[[4, 5]]	['법학관신관 205호']
JURA150 - 04	법학통론	전민형	3	교양	수(5-6) 법학관신관 206호	['수']	[[5, 6]]	['법학관신관 206호']
JURA150 - 05	법학통론	강영주	3	교양	화(5-6) 법학관신관 201호	['화']	[[5, 6]]	['법학관신관 201호']
JURA204 - 01	회사법	김태진	3	전공선택	"월(2) 법학관신관 201호
수(2) 법학관신관 201호"	['월', '수']	[[2], [2]]	['법학관신관 201호', '법학관신관 201호']
JURA204 - 02	회사법	박영준	3	전공선택	월(5-6) 법학관신관 206호	['월']	[[5, 6]]	['법학관신관 206호']
JURA206 - 00	형사소송법	김상현	3	전공선택	"월(2) 법학관신관 205호
수(2) 법학관신관 205호"	['월', '수']	[[2], [2]]	['법학관신관 205호', '법학관신관 205호']
JURA241 - 00	헌법	김하열	3	전공선택	수(4-5) 법학관신관 101호	['수']	[[4, 5]]	['법학관신관 101호']
JURA242 - 01	민법	명순구	3	전공선택	미정			
JURA242 - 02	민법	김규완	3	전공선택	"화(4) 법학관신관 205호
목(4) 법학관신관 205호"	['화', '목']	[[4], [4]]	['법학관신관 205호', '법학관신관 205호']
JURA244 - 01	형법	이상돈	3	전공선택	"화(5) 법학관신관 206호
목(5) 법학관신관 206호"	['화', '목']	[[5], [5]]	['법학관신관 206호', '법학관신관 206호']
JURA244 - 02	형법	정승환	3	전공선택	"월(5) 
수(5)"	['월', '수']	[[5], [5]]	['', '']
JURA244 - 03	형법	이주원	3	전공선택	"화(4) 
목(4)"	['화', '목']	[[4], [4]]	['', '']
JURA245 - 00	민사소송법	김경욱	3	전공선택	월(4-5) 법학관신관 101호	['월']	[[4, 5]]	['법학관신관 101호']
JURA252 - 00	고용복지와법	추장철	3	전공선택	"월(6) 법학관신관 101호
수(6) 법학관신관 101호"	['월', '수']	[[6], [6]]	['법학관신관 101호', '법학관신관 101호']
JURA304 - 00	보험ㆍ해상법	박세민	3	전공필수	"화(4) 법학관신관 201호
목(4) 법학관신관 201호"	['화', '목']	[[4], [4]]	['법학관신관 201호', '법학관신관 201호']
JURA330 - 00	경제법	이황	3	전공선택	목(5-6) 법학관신관 205호	['목']	[[5, 6]]	['법학관신관 205호']
ARCH106 - 01	기초설계Ⅱ	남정민,Won Kyung Ho	6	전공필수	"화(4-7) 과도관 513호
금(5-8) 과도관 513호"	['화', '금']	[[4, 5, 6, 7], [5, 6, 7, 8]]	['과도관 513호', '과도관 513호']
ARCH106 - 02	기초설계Ⅱ	홍근표,윤자윤	6	전공필수	"화(4-7) 
금(5-8)"	['화', '금']	[[4, 5, 6, 7], [5, 6, 7, 8]]	['', '']
ARCH106 - 03	기초설계Ⅱ(영강)	Lwu Kelly Hsu-Ching	6	전공필수	"화(4-7) 
금(5-8)"	['화', '금']	[[4, 5, 6, 7], [5, 6, 7, 8]]	['', '']
ARCH106 - 04	기초설계Ⅱ(영강)	김세진	6	전공필수	"화(4-7) 
금(5-8)"	['화', '금']	[[4, 5, 6, 7], [5, 6, 7, 8]]	['', '']
ARCH108 - 00	지속가능한건축과도시(영강)	이광호,이황,이건원,SCHWEITZER CHRISTIAN COLOMAN	3	전공필수	목(1-2) 신공학관B101호	['목']	[[1, 2]]	['신공학관B101호']
ARCH210 - 01	건축설계Ⅱ(영강)	KIM JA YOUNG,이황	6	전공필수	"월(4-7) 
목(4-7)"	['월', '목']	[[4, 5, 6, 7], [4, 5, 6, 7]]	['', '']
ARCH210 - 02	건축설계Ⅱ(영강)	SCHWEITZER CHRISTIAN COLOMAN	6	전공필수	"월(4-7) 
목(4-7)"	['월', '목']	[[4, 5, 6, 7], [4, 5, 6, 7]]	['', '']
ARCH210 - 03	건축설계Ⅱ(영강)	지정우	6	전공필수	"월(4-7) 
목(4-7)"	['월', '목']	[[4, 5, 6, 7], [4, 5, 6, 7]]	['', '']
ARCH210 - 04	건축설계Ⅱ(영강)		6	전공필수	"월(4-7) 
목(4-7)"	['월', '목']	[[4, 5, 6, 7], [4, 5, 6, 7]]	['', '']
ARCH212 - 00	건축구조역학		3	전공필수	수(4-5) 창의관 127호	['수']	[[4, 5]]	['창의관 127호']
ARCH222 - 00	건축재료학(영강)	Fabio Dacarro	3	전공필수	"화(2) 창의관 203호
금(2) 창의관 203호"	['화', '금']	[[2], [2]]	['창의관 203호', '창의관 203호']
ARCH228 - 00	건축프로그래밍	이경훈	3	전공필수	"월(2) 창의관 127호
수(2) 창의관 127호"	['월', '수']	[[2], [2]]	['창의관 127호', '창의관 127호']
ARCH326 - 00	근대건축사	김현섭	3	전공필수	"월(2) 신공학관B104호
수(2) 신공학관B104호"	['월', '수']	[[2], [2]]	['신공학관B104호', '신공학관B104호']
ARCH328 - 00	건축법및제도	이관직	3	전공선택	수(4-5) 생명과학관(서관) 201호	['수']	[[4, 5]]	['생명과학관(서관) 201호']
ARCH334 - 01	건축설계Ⅳ(캡스톤디자인)(영강)	Fabio Dacarro	6	전공필수	"화(4-7) 
금(4-7)"	['화', '금']	[[4, 5, 6, 7], [4, 5, 6, 7]]	['', '']
ARCH334 - 02	건축설계Ⅳ(캡스톤디자인)	이재우	6	전공필수	"화(4-7) 
금(4-7)"	['화', '금']	[[4, 5, 6, 7], [4, 5, 6, 7]]	['', '']
ARCH334 - 03	건축설계Ⅳ(캡스톤디자인)(영강)	송률	6	전공필수	"화(4-7) 
금(4-7)"	['화', '금']	[[4, 5, 6, 7], [4, 5, 6, 7]]	['', '']
ARCH334 - 04	건축설계Ⅳ(캡스톤디자인)(영강)	장수현	6	전공필수	"화(4-7) 
금(4-7)"	['화', '금']	[[4, 5, 6, 7], [4, 5, 6, 7]]	['', '']
ARCH340 - 00	주거지계획및설계(캡스톤디자인)(영강)	이건원	3	전공필수	"월(3) 공학관 369호
수(3) 공학관 369호"	['월', '수']	[[3], [3]]	['공학관 369호', '공학관 369호']
ARCH404 - 00	한국건축사		3	전공필수	수(1-2) 하나과학관 지하 216호	['수']	[[1, 2]]	['하나과학관 지하 216호']
ARCH414 - 00	건축설비시스템(영강)	이광호	3	전공필수	"화(2) 공학관 369호
금(2) 공학관 369호"	['화', '금']	[[2], [2]]	['공학관 369호', '공학관 369호']
ARCH420 - 00	인테리어계획론(영강)	KIM JA YOUNG	3	전공선택	"월(2) 생명과학관(서관) 437호
목(3) 생명과학관(서관) 437호"	['월', '목']	[[2], [3]]	['생명과학관(서관) 437호', '생명과학관(서관) 437호']
ARCH422 - 01	건축설계Ⅵ(캡스톤디자인)	이건원,김영재	6	전공필수	"화(4-7) 
금(4-7)"	['화', '금']	[[4, 5, 6, 7], [4, 5, 6, 7]]	['', '']
ARCH422 - 02	건축설계Ⅵ(캡스톤디자인)(영강)		6	전공필수	"화(4-7) 
금(4-7)"	['화', '금']	[[4, 5, 6, 7], [4, 5, 6, 7]]	['', '']
ARCH422 - 03	건축설계Ⅵ(캡스톤디자인)(영강)	신호섭	6	전공필수	"화(4-7) 
금(4-7)"	['화', '금']	[[4, 5, 6, 7], [4, 5, 6, 7]]	['', '']
ARCH422 - 04	건축설계Ⅵ(캡스톤디자인)(영강)		6	전공필수	"화(4-7) 
금(4-7)"	['화', '금']	[[4, 5, 6, 7], [4, 5, 6, 7]]	['', '']
ARCH460 - 00	빌딩시스템통합디자인	박선우	3	전공선택	목(1-2) 공학관 369호	['목']	[[1, 2]]	['공학관 369호']
ARCH502 - 01	건축설계Ⅷ(캡스톤디자인)(영강)	원정연,YI CHONG KUL	6	전공필수	"월(4-7) 
목(4-7)"	['월', '목']	[[4, 5, 6, 7], [4, 5, 6, 7]]	['', '']
ARCH502 - 02	건축설계Ⅷ(캡스톤디자인)	이민화,강우현	6	전공필수	"월(4-7) 
목(4-7)"	['월', '목']	[[4, 5, 6, 7], [4, 5, 6, 7]]	['', '']
ARCH502 - 03	건축설계Ⅷ(캡스톤디자인)	홍근표,윤자윤	6	전공필수	"월(4-7) 
목(4-7)"	['월', '목']	[[4, 5, 6, 7], [4, 5, 6, 7]]	['', '']
ARCH502 - 04	건축설계Ⅷ(캡스톤디자인)(영강)	권경은	6	전공필수	"월(4-7) 
목(4-7)"	['월', '목']	[[4, 5, 6, 7], [4, 5, 6, 7]]	['', '']
ARCH504 - 00	도시개발및금융과창업	손상혁	3	전공선택	수(5-6) 공학관 369호	['수']	[[5, 6]]	['공학관 369호']
GLKS201 - 00	서울의이해	김형근	3	전공필수	"월(4) 
수(4)"	['월', '수']	[[4], [4]]	['', '']
GLKS206 - 00	세계속의한국문화	송지예	3	전공필수	"화(2) 국제관 214호
목(2) 국제관 214호"	['화', '목']	[[2], [2]]	['국제관 214호', '국제관 214호']
GLKS207 - 00	한국경영의이해	임소희	3	전공필수	"화(4) 국제관 115호
목(4) 국제관 115호"	['화', '목']	[[4], [4]]	['국제관 115호', '국제관 115호']
GLKS208 - 00	한국사회의이해	송지예	3	전공필수	"화(3) 교양관 406호
목(3) 교양관 406호"	['화', '목']	[[3], [3]]	['교양관 406호', '교양관 406호']
GLKS209 - 00	한국사상의이해	김학재	3	전공필수	"화(5) 교양관 403호
목(5) 교양관 103호"	['화', '목']	[[5], [5]]	['교양관 403호', '교양관 103호']
PAPP203 - 00	정책학	김두래	3	전공선택	"월(1) 교양관 207호
수(1) 교양관 207호"	['월', '수']	[[1], [1]]	['교양관 207호', '교양관 207호']
PAPP240 - 01	조직이론	윤견수	3	전공선택	"화(5) SK미래관 319
목(5) SK미래관 319"	['화', '목']	[[5], [5]]	['SK미래관 319', 'SK미래관 319']
PAPP240 - 02	조직이론	이철주	3	전공선택	"화(4) SK미래관 319
목(4) SK미래관 319"	['화', '목']	[[4], [4]]	['SK미래관 319', 'SK미래관 319']
PAPP242 - 00	행정통계분석(영강)	Felicia Istad	3	전공선택	"월(6) 교양관 406호
수(6) 교양관 406호"	['월', '수']	[[6], [6]]	['교양관 406호', '교양관 406호']
PAPP314 - 00	과학기술정책	최상옥	3	전공선택	"월(5) 교양관 111호
수(5) 교양관 111호"	['월', '수']	[[5], [5]]	['교양관 111호', '교양관 111호']
PAPP338 - 00	복지국가론(영강)	Felicia Istad	3	전공선택	"화(6) SK미래관 520호
목(6) SK미래관 520호"	['화', '목']	[[6], [6]]	['SK미래관 520호', 'SK미래관 520호']
PAPP343 - 00	비교정부	송형주	3	전공선택	"화(1) SK미래관 4119
목(1) SK미래관 4119"	['화', '목']	[[1], [1]]	['SK미래관 4119', 'SK미래관 4119']
PAPP344 - 00	정부와시장	최진욱	3	전공선택	"수(2) SK미래관 4005
금(2) SK미래관 4005"	['수', '금']	[[2], [2]]	['SK미래관 4005', 'SK미래관 4005']
PAPP345 - 00	정부와시민사회(영강)	김선혁	3	전공선택	화(6-8) SK미래관 522	['화']	[[6, 7, 8]]	['SK미래관 522']
PAPP348 - 00	정부회계와감사	허웅	3	전공선택	금(1-2) SK미래관 313	['금']	[[1, 2]]	['SK미래관 313']
PAPP350 - 00	도시계획론	이용숙	3	전공선택	"월(2) SK미래관 518
수(2) SK미래관 518"	['월', '수']	[[2], [2]]	['SK미래관 518', 'SK미래관 518']
PAPP352 - 00	통치제도와정책	윤정인	3	전공선택	"화(6) SK미래관 518
목(6) SK미래관 518"	['화', '목']	[[6], [6]]	['SK미래관 518', 'SK미래관 518']
PAPP353 - 00	공공정책형성(영강)	김두래	3	전공선택	"월(5) 
수(5)"	['월', '수']	[[5], [5]]	['', '']
PAPP356 - 00	행정과리더십(영강)	김현준	3	전공선택	"월(3) SK미래관 520호
수(3) SK미래관 520호"	['월', '수']	[[3], [3]]	['SK미래관 520호', 'SK미래관 520호']
PAPP358 - 00	조직행태론(영강)	심동철	3	전공선택	"화(1) SK미래관 518
목(1) SK미래관 518"	['화', '목']	[[1], [1]]	['SK미래관 518', 'SK미래관 518']
PAPP362 - 00	위험사회와정책	이응균	3	전공선택	"수(3) SK미래관 4005
금(3) SK미래관 4005"	['수', '금']	[[3], [3]]	['SK미래관 4005', 'SK미래관 4005']
PAPP368 - 00	정보관리와전자정부	최흥석	3	전공선택	"화(4) SK미래관 313
목(4) SK미래관 313"	['화', '목']	[[4], [4]]	['SK미래관 313', 'SK미래관 313']
PAPP372 - 01	공공관리자를위한행정법II	임현	3	전공선택	"월(1) SK미래관 319
수(1) SK미래관 319"	['월', '수']	[[1], [1]]	['SK미래관 319', 'SK미래관 319']
PAPP372 - 02	공공관리자를위한행정법II	윤수진	3	전공선택	금(1-2) SK미래관 319	['금']	[[1, 2]]	['SK미래관 319']
PAPP373 - 00	정책평가론(영강)	구교준	3	전공선택	"화(2) SK미래관 520호
목(2) SK미래관 520호"	['화', '목']	[[2], [2]]	['SK미래관 520호', 'SK미래관 520호']
PAPP377 - 00	행정데이터분석을위한프로그래밍(영강)	이창용	3	전공선택	"월(4) SK미래관 520호
수(4) SK미래관 520호"	['월', '수']	[[4], [4]]	['SK미래관 520호', 'SK미래관 520호']
PAPP380 - 00	사회정책	정해일	3	전공선택	"월(4) SK미래관 313
수(4) SK미래관 313"	['월', '수']	[[4], [4]]	['SK미래관 313', 'SK미래관 313']
PAPP381 - 00	디지털기술과데이터기반정부(영강)	안준모	3	전공선택	"월(1) SK미래관 520호
수(1) SK미래관 520호"	['월', '수']	[[1], [1]]	['SK미래관 520호', 'SK미래관 520호']
PAPP382 - 00	행정학특강Ⅲ	임현	3	전공선택	"월(2) SK미래관 319
수(2) SK미래관 319"	['월', '수']	[[2], [2]]	['SK미래관 319', 'SK미래관 319']
LIST202 - 01	세포생물학Ⅱ(영강)	고제상	3	학부공통	"월(6) 하나과학관 109호
수(6) 하나과학관 109호"	['월', '수']	[[6], [6]]	['하나과학관 109호', '하나과학관 109호']
LIST202 - 02	세포생물학Ⅱ	김옥매	3	학부공통	"화(3) 하나과학관 109호
목(3) 하나과학관 109호"	['화', '목']	[[3], [3]]	['하나과학관 109호', '하나과학관 109호']
LIST202 - 03	세포생물학Ⅱ	임경태	3	학부공통	"화(2) 하나과학관 지하 105호
목(2) 하나과학관 지하 105호"	['화', '목']	[[2], [2]]	['하나과학관 지하 105호', '하나과학관 지하 105호']
LIST202 - 04	세포생물학Ⅱ	김형기	3	학부공통	"월(4) 생명과학관(서관) 121호
수(4) 생명과학관(서관) 121호"	['월', '수']	[[4], [4]]	['생명과학관(서관) 121호', '생명과학관(서관) 121호']
LIST204 - 01	미생물학Ⅱ(영강)	이은진	3	학부공통	"화(2) 하나과학관 101호
목(2) 하나과학관 101호"	['화', '목']	[[2], [2]]	['하나과학관 101호', '하나과학관 101호']
LIST204 - 02	미생물학Ⅱ	최인걸	3	학부공통	"월(2) 생명과학관(서관) 121호
수(2) 생명과학관(서관) 121호"	['월', '수']	[[2], [2]]	['생명과학관(서관) 121호', '생명과학관(서관) 121호']
LIST302 - 01	분자생물학Ⅱ(영강)	황철상	3	학부공통	"월(2) 하나과학관 109호
수(2) 하나과학관 109호"	['월', '수']	[[2], [2]]	['하나과학관 109호', '하나과학관 109호']
LIST302 - 02	분자생물학Ⅱ	이호정	3	학부공통	"월(2) 생명과학관(서관)301호
수(2) 생명과학관(서관)301호"	['월', '수']	[[2], [2]]	['생명과학관(서관)301호', '생명과학관(서관)301호']
LIST302 - 03	분자생물학Ⅱ(영강)	김대성	3	학부공통	"화(4) 생명과학관(서관)301호
목(4) 생명과학관(서관)301호"	['화', '목']	[[4], [4]]	['생명과학관(서관)301호', '생명과학관(서관)301호']
LIST303 - 00	유전학Ⅰ	김욱	3	학부공통	"월(2) 생명과학관(서관) 201호
화(2) 생명과학관(서관) 201호"	['월', '화']	[[2], [2]]	['생명과학관(서관) 201호', '생명과학관(서관) 201호']
LIST306 - 01	생화학Ⅱ(영강)	최태수	3	학부공통	"월(3) 하나과학관 지하 207호
수(3) 하나과학관 지하 207호"	['월', '수']	[[3], [3]]	['하나과학관 지하 207호', '하나과학관 지하 207호']
LIST306 - 02	생화학Ⅱ	이병천	3	학부공통	"화(3) 생명과학관(동관)104호
목(3) 생명과학관(동관)104호"	['화', '목']	[[3], [3]]	['생명과학관(동관)104호', '생명과학관(동관)104호']
LIST306 - 03	생화학Ⅱ(영강)	최동욱	3	학부공통	"월(4) 생명과학관(동관)101호
수(4) 생명과학관(동관)101호"	['월', '수']	[[4], [4]]	['생명과학관(동관)101호', '생명과학관(동관)101호']
SOCI111 - 00	현대사회와가족	김수영	3	교양	"화(6) 교양관 406호
목(6) 교양관 406호"	['화', '목']	[[6], [6]]	['교양관 406호', '교양관 406호']
SOCI112 - 00	사회문제의이해	조한범	2	교양	금(2-3) 서관 307호	['금']	[[2, 3]]	['서관 307호']
SOCI116 - 00	성과사회	김수영	3	교양	"월(1) 서관 316B호
수(1) 서관 316B호"	['월', '수']	[[1], [1]]	['서관 316B호', '서관 316B호']
SOCI123 - 00	한국현대사회의이해	김경필	3	교양	"월(7-8) 교양관 306호
수(7-8) 교양관 306호"	['월', '수']	[[7, 8], [7, 8]]	['교양관 306호', '교양관 306호']
SOCI124 - 00	여가와사회	김영선	3	교양	"월(3) 교양관 605호
수(3) 교양관 605호"	['월', '수']	[[3], [3]]	['교양관 605호', '교양관 605호']
SOCI126 - 01	사회학입문	안소영	3	교양	"화(4) 서관 132호
목(4) 서관 132호"	['화', '목']	[[4], [4]]	['서관 132호', '서관 132호']
SOCI126 - 02	사회학입문	안소영	3	교양	"화(5) 서관 132호
목(5) 서관 132호"	['화', '목']	[[5], [5]]	['서관 132호', '서관 132호']
SPAN104 - 00	환상문학의세계	이슬기	3	교양	"화(3) 국제관 114호
목(3) 국제관 114호"	['화', '목']	[[3], [3]]	['국제관 114호', '국제관 114호']
SPAN105 - 00	라틴아메리카의이해		3	교양	"화(6) 서관 224B호
목(6) 서관 224B호"	['화', '목']	[[6], [6]]	['서관 224B호', '서관 224B호']
SPAN106 - 00	스페인문학의이해	김미현	3	교양	"월(5) 교육관 504호
수(5) 교육관 504호"	['월', '수']	[[5], [5]]	['교육관 504호', '교육관 504호']
SPAN121 - 01	교양스페인어Ⅰ(외국어강의)	김선욱,윤나경	3	교양	"월(1) 교양관 314호
화(4) 교양관 314호
수(1) 교양관 314호
목(4) 교양관 314호"	['월', '화', '수', '목']	[[1], [4], [1], [4]]	['교양관 314호', '교양관 314호', '교양관 314호', '교양관 314호']
SPAN121 - 02	교양스페인어Ⅰ(외국어강의)	김미현,고우리	3	교양	"월(2) 국제관 108C호
화(3) 
수(2) 국제관 108C호
목(3)"	['월', '화', '수', '목']	[[2], [3], [2], [3]]	['국제관 108C호', '', '국제관 108C호', '']
SPAN121 - 03	교양스페인어Ⅰ(외국어강의)	정인태,고우리	3	교양	"월(5) 
수(5) 
금(3-4) 서관 224B호"	['월', '수', '금']	[[5], [5], [3, 4]]	['', '', '서관 224B호']
SPAN121 - 04	교양스페인어Ⅰ(외국어강의)	조혜진,김민희	3	교양	"월(4) 미디어관 103호
화(5) 미디어관 103호
수(4) 미디어관 103호
목(5) 미디어관 103호"	['월', '화', '수', '목']	[[4], [5], [4], [5]]	['미디어관 103호', '미디어관 103호', '미디어관 103호', '미디어관 103호']
SPAN122 - 01	교양스페인어Ⅱ(외국어강의)	"LOPEZ MATA DEBORA,신태식
LOPEZ MATA DEBORA"	3	교양	"월(3) 서관 224B호
화(2) 
수(3) 서관 224B호
목(2)"	['월', '화', '수', '목']	[[3], [2], [3], [2]]	['서관 224B호', '서관 224B호']
SPAN122 - 02	교양스페인어Ⅱ(외국어강의)	LOPEZ MATA DEBORA,최보라	3	교양	"월(2) 국제관 308호
화(3) 
수(2) 국제관 308호
목(3)"	['월', '화', '수', '목']	[[2], [3], [2], [3]]	['국제관 308호', '', '국제관 308호', '']
SPAN122 - 03	교양스페인어Ⅱ(외국어강의)	김선욱,김선이	3	교양	"월(6) 교양관 302호
화(6) 교양관 302호
수(6) 교양관 302호
목(6) 교양관 302호"	['월', '화', '수', '목']	[[6], [6], [6], [6]]	['교양관 302호', '교양관 302호', '교양관 302호', '교양관 302호']
