학수번호,강의명,시간,교수명
GEKS007-PE,[진로·창업] 1학년세미나 I,미정,김태근
GEKS007-PF,[진로·창업] 1학년세미나 I,미정,김태근
GEKS007-PG,[진로·창업] 1학년세미나 I,미정,김창수
GEKS007-PH,[진로·창업] 1학년세미나 I,미정,김창수
GEKS007-PI,[진로·창업] 1학년세미나 I,미정,김용신
GEKS007-PJ,[진로·창업] 1학년세미나 I,미정,김용신
GEKS007-PK,[진로·창업] 1학년세미나 I,미정,이형민
GEKS007-PL,[진로·창업] 1학년세미나 I,미정,이형민
GEKS007-PM,[진로·창업] 1학년세미나 I,미정,최승연
GEKS007-PN,[진로·창업] 1학년세미나 I,미정,최승연
GEKS007-PO,[진로·창업] 1학년세미나 I,미정,심재원
GEKS007-PP,[진로·창업] 1학년세미나 I,미정,심재원
GEKS007-PQ,[진로·창업] 1학년세미나 I,미정,김중헌
GEKS007-PR,[진로·창업] 1학년세미나 I,미정,김중헌
GEKS007-PS,[진로·창업] 1학년세미나 I,미정,차영수
GEKS007-PT,[진로·창업] 1학년세미나 I,미정,차영수
GEKS007-PU,[진로·창업] 1학년세미나 I,미정,오윤호
GEKS007-PV,[진로·창업] 1학년세미나 I,미정,오윤호
GEKS007-PW,[진로·창업] 1학년세미나 I,미정,이남윤
GEKS007-PX,[진로·창업] 1학년세미나 I,미정,이남윤
GEKS007-PY,[진로·창업] 1학년세미나 I,미정,궁재하
GEKS007-PZ,[진로·창업] 1학년세미나 I,미정,궁재하
GEKS007-Q1,[진로·창업] 1학년세미나 I,미정,이기복
GEKS007-Q2,[진로·창업] 1학년세미나 I,미정,이기복
GEKS007-Q3,[진로·창업] 1학년세미나 I,미정,진경환
GEKS007-Q4,[진로·창업] 1학년세미나 I,미정,진경환
GEKS007-Q5,[진로·창업] 1학년세미나 I,미정,신원재
GEKS007-Q6,[진로·창업] 1학년세미나 I,미정,신원재
GEKS007-Q7,[진로·창업] 1학년세미나 I,미정,박중진
GEKS007-Q9,[진로·창업] 1학년세미나 I,미정,한기훈
GEKS007-QA,[진로·창업] 1학년세미나 I,미정,김현정
GEKS007-QB,[진로·창업] 1학년세미나 I,미정,김철우
GEKS007-QC,[진로·창업] 1학년세미나 I,미정,김현경
GEKS007-QD,[진로·창업] 1학년세미나 I,미정,한금선
GEKS007-QE,[진로·창업] 1학년세미나 I,미정,서문경애
GEKS007-QF,[진로·창업] 1학년세미나 I,미정,송준아
GEKS007-QG,[진로·창업] 1학년세미나 I,미정,설근희
GEKS007-QH,[진로·창업] 1학년세미나 I,미정,추진아
GEKS007-QI,[진로·창업] 1학년세미나 I,미정,신현정
GEKS007-QJ,[진로·창업] 1학년세미나 I,미정,김성렬
GEKS007-QK,[진로·창업] 1학년세미나 I,미정,김경해
GEKS007-QM,[진로·창업] 1학년세미나 I,수(3) ,육동석
GEKS007-QO,[진로·창업] 1학년세미나 I,수(3) ,유헌창
GEKS007-QQ,[진로·창업] 1학년세미나 I,수(3) ,임희석
GEKS007-QR,[진로·창업] 1학년세미나 I,수(3) ,정연돈
GEKS007-QS,[진로·창업] 1학년세미나 I,수(3) ,정성우
GEKS007-QU,[진로·창업] 1학년세미나 I,수(3) ,이주섭
GEKS007-QX,[진로·창업] 1학년세미나 I,미정,주창희
GEKS007-QY,[진로·창업] 1학년세미나 I,수(3) ,김진규
GEKS007-R1,[진로·창업] 1학년세미나 I,미정,윤지원
GEKS007-R2,[진로·창업] 1학년세미나 I,미정,박정흠
GEKS007-R3,[진로·창업] 1학년세미나 I,미정,최원석
GEKS007-R4,[진로·창업] 1학년세미나 I,미정,이태일
GEKS007-R5,[진로·창업] 1학년세미나 I,미정,이태일
GEKS007-R6,[진로·창업] 1학년세미나 I,미정,인치호
GEKS007-R7,[진로·창업] 1학년세미나 I,미정,인치호
GEKS007-R8,[진로·창업] 1학년세미나 I,미정,권민성
GEKS007-R9,[진로·창업] 1학년세미나 I,미정,권민성
GEKS007-RA,[진로·창업] 1학년세미나 I,미정,유승헌
GEKS007-RB,[진로·창업] 1학년세미나 I,미정,유승헌
GEKS007-RC,[진로·창업] 1학년세미나 I,미정,김보섭
GEKS007-RD,[진로·창업] 1학년세미나 I,미정,김보섭
GEKS007-RE,[진로·창업] 1학년세미나 I,미정,이예승
GEKS007-RF,[진로·창업] 1학년세미나 I,미정,이예승
GEKS007-RG,[진로·창업] 1학년세미나 I,미정,이준
GEKS007-RH,[진로·창업] 1학년세미나 I,미정,이준
GEKS007-RJ,[진로·창업] 1학년세미나 I,미정,곽도원
GEKS007-RK,[진로·창업] 1학년세미나 I,미정,이동은
GEKS007-RL,[진로·창업] 1학년세미나 I,미정,James William Potter
GEKS007-RM,[진로·창업] 1학년세미나 I,미정,김병기
GEKS007-RN,[진로·창업] 1학년세미나 I,미정,김성한
GEKS007-RO,[진로·창업] 1학년세미나 I,미정,김은기
GEKS007-RP,[진로·창업] 1학년세미나 I,미정,김정호
GEKS007-RQ,[진로·창업] 1학년세미나 I,미정,Robert Rudolf
GEKS007-RR,[진로·창업] 1학년세미나 I,미정,박인원
GEKS007-RS,[진로·창업] 1학년세미나 I,미정,서창록
GEKS007-RW,[진로·창업] 1학년세미나 I,미정,김성철
GEKS007-RX,[진로·창업] 1학년세미나 I,미정,김정현
GEKS007-RZ,[진로·창업] 1학년세미나 I,미정,정세훈
GEKS007-S2,[진로·창업] 1학년세미나 I,미정,Hee Sun Park
GEKS007-S3,[진로·창업] 1학년세미나 I,미정,이헌율
GEKS007-S5,[진로·창업] 1학년세미나 I,미정,백현미
GEKS007-S6,[진로·창업] 1학년세미나 I,미정,신혜린
GEKS007-S8,[진로·창업] 1학년세미나 I,미정,박아란
GEKS007-S9,[진로·창업] 1학년세미나 I,미정,김담희
GEKS007-SA,[진로·창업] 1학년세미나 I,미정,이상원
GEKS007-SB,[진로·창업] 1학년세미나 I,미정,윤대성
GEKS007-SC,[진로·창업] 1학년세미나 I,미정,최영운
GEKS007-SD,[진로·창업] 1학년세미나 I,미정,염정열
GEKS007-SE,[진로·창업] 1학년세미나 I,미정,구자현
GEKS007-SF,[진로·창업] 1학년세미나 I,미정,유용상
GEKS007-SG,[진로·창업] 1학년세미나 I,미정,이규백
GEKS007-SH,[진로·창업] 1학년세미나 I,미정,이기성
GEKS007-SI,[진로·창업] 1학년세미나 I,미정,고영학
GEKS007-SJ,[진로·창업] 1학년세미나 I,미정,최연호
GEKS007-SL,[진로·창업] 1학년세미나 I,미정,성준경
GEKS007-SM,[진로·창업] 1학년세미나 I,미정,박재용
GEKS007-SN,[진로·창업] 1학년세미나 I,미정,박제원
GEKS007-SO,[진로·창업] 1학년세미나 I,미정,안준용
GEKS007-SP,[진로·창업] 1학년세미나 I,미정,김성은
GEKS007-SQ,[진로·창업] 1학년세미나 I,미정,이재웅
GEKS007-SS,[진로·창업] 1학년세미나 I,미정,김인환
GEKS007-ST,[진로·창업] 1학년세미나 I,미정,김희남
GEKS007-SU,[진로·창업] 1학년세미나 I,미정,신민정
GEKS007-SV,[진로·창업] 1학년세미나 I,미정,이하나
GEKS007-SW,[진로·창업] 1학년세미나 I,미정,김성욱
GEKS007-SX,[진로·창업] 1학년세미나 I,미정,문경환
GEKS007-SY,[진로·창업] 1학년세미나 I,미정,변상훈
GEKS007-SZ,[진로·창업] 1학년세미나 I,미정,최재윤
GEKS007-T1,[진로·창업] 1학년세미나 I,미정,원승현
GEKS007-T2,[진로·창업] 1학년세미나 I,미정,이원호
GEKS007-T3,[진로·창업] 1학년세미나 I,미정,김준선
GEKS007-T4,[진로·창업] 1학년세미나 I,미정,최윤형
GEKS007-T5,[진로·창업] 1학년세미나 I,미정,강미경
GEKS007-T6,[진로·창업] 1학년세미나 I,미정,김성욱
GEKS007-T7,[진로·창업] 1학년세미나 I,미정,문경환
GEKS007-T8,[진로·창업] 1학년세미나 I,미정,변상훈
GEKS007-T9,[진로·창업] 1학년세미나 I,미정,최재윤
GEKS007-TA,[진로·창업] 1학년세미나 I,미정,원승현
GEKS007-TB,[진로·창업] 1학년세미나 I,미정,이원호
GEKS007-TC,[진로·창업] 1학년세미나 I,미정,김준선
GEKS007-TD,[진로·창업] 1학년세미나 I,미정,최윤형
GEKS007-TE,[진로·창업] 1학년세미나 I,미정,강미경
GEKS007-TF,[진로·창업] 1학년세미나 I,미정,오하나
GEKS007-TG,[진로·창업] 1학년세미나 I,미정,김진호
GEKS007-TH,[진로·창업] 1학년세미나 I,미정,김록리
GEKS007-TI,[진로·창업] 1학년세미나 I,미정,박성철
GEKS007-TJ,[진로·창업] 1학년세미나 I,미정,최홍조
GEKS007-TK,[진로·창업] 1학년세미나 I,미정,이준협
GEKS007-TL,[진로·창업] 1학년세미나 I,미정,최만규
GEKS007-TM,[진로·창업] 1학년세미나 I,미정,이종태
GEKS007-TN,[진로·창업] 1학년세미나 I,미정,김혜영
GEKS007-TO,[진로·창업] 1학년세미나 I,미정,오하나
GEKS007-TP,[진로·창업] 1학년세미나 I,미정,김진호
GEKS007-TQ,[진로·창업] 1학년세미나 I,미정,김록리
GEKS007-TR,[진로·창업] 1학년세미나 I,미정,박성철
GEKS007-TS,[진로·창업] 1학년세미나 I,미정,최홍조
GEKS007-TT,[진로·창업] 1학년세미나 I,미정,이준협
GEKS007-TU,[진로·창업] 1학년세미나 I,미정,최만규
GEKS007-TV,[진로·창업] 1학년세미나 I,미정,이종태
GEKS007-TW,[진로·창업] 1학년세미나 I,미정,김혜영
GEKS007-TX,[진로·창업] 1학년세미나 I,미정,강수진
GEKS007-TY,[진로·창업] 1학년세미나 I,미정,강수진
GEKS007-TZ,[진로·창업] 1학년세미나 I,미정,강윤희
GEKS007-W1,[진로·창업] 1학년세미나 I,미정,강윤희
GEKS007-W2,[진로·창업] 1학년세미나 I,미정,김상중
GEKS007-W3,[진로·창업] 1학년세미나 I,미정,김상중
GEKS007-W4,[진로·창업] 1학년세미나 I,미정,이병준
GEKS007-W5,[진로·창업] 1학년세미나 I,미정,이병준
GEKS007-W6,[진로·창업] 1학년세미나 I,미정,이재형
GEKS007-W7,[진로·창업] 1학년세미나 I,미정,이재형
GEKS007-W8,[진로·창업] 1학년세미나 I,미정,이승훈
GEKS007-W9,[진로·창업] 1학년세미나 I,미정,이승훈
GEKS007-WA,[진로·창업] 1학년세미나 I,미정,박종수
GEKS007-WB,[진로·창업] 1학년세미나 I,미정,박종수
GEKS007-WC,[진로·창업] 1학년세미나 I,미정,홍영기
GEKS007-WD,[진로·창업] 1학년세미나 I,미정,홍영기
GEKS007-WE,[진로·창업] 1학년세미나 I,미정,차진아
GEKS007-WF,[진로·창업] 1학년세미나 I,미정,차진아
GEKS007-WG,[진로·창업] 1학년세미나 I,미정,유병현
GEKS007-WH,[진로·창업] 1학년세미나 I,미정,유병현
GEKS007-WI,[진로·창업] 1학년세미나 I,미정,이대희
GEKS007-WJ,[진로·창업] 1학년세미나 I,미정,이대희
GEKS007-WK,[진로·창업] 1학년세미나 I,미정,김제완
GEKS007-WL,[진로·창업] 1학년세미나 I,미정,김제완
GEKS007-WM,[진로·창업] 1학년세미나 I,금(3-4) ,이상민
GEKS007-WN,[진로·창업] 1학년세미나 I,금(3-4) ,봉미미
GEKS007-WO,[진로·창업] 1학년세미나 I,금(3-4) ,손승현
GEKS007-WP,[진로·창업] 1학년세미나 I,금(3-4) ,이보라
GEKS007-WQ,[진로·창업] 1학년세미나 I,미정,Insook Han
GEKS007-WR,[진로·창업] 1학년세미나 I,미정,Insook Han
GEKS007-WS,[진로·창업] 1학년세미나 I,미정,강현민
GEKS007-WT,[진로·창업] 1학년세미나 I,미정,윤성진
GEKS007-WU,[진로·창업] 1학년세미나 I,미정,정주혁
GEKS007-WV,[진로·창업] 1학년세미나 I,미정,정주혁
GEKS007-WW,[진로·창업] 1학년세미나 I,미정,박종훈
GEKS007-WX,[진로·창업] 1학년세미나 I,미정,천승현
GEKS007-WY,[진로·창업] 1학년세미나 I,미정,천승현
GEKS007-WZ,[진로·창업] 1학년세미나 I,미정,김대규
GEKS007-X1,[진로·창업] 1학년세미나 I,미정,이윤정
GEKS007-X2,[진로·창업] 1학년세미나 I,미정,임정하
GEKS007-X3,[진로·창업] 1학년세미나 I,미정,김유경
GEKS007-X4,[진로·창업] 1학년세미나 I,미정,이예영
GEKS007-X5,[진로·창업] 1학년세미나 I,미정,유난숙
GEKS007-X6,[진로·창업] 1학년세미나 I,미정,고지원
GEKS007-X7,[진로·창업] 1학년세미나 I,미정,권혁진
GEKS007-X8,[진로·창업] 1학년세미나 I,미정,김홍찬
GEKS007-X9,[진로·창업] 1학년세미나 I,미정,김용철
GEKS007-XA,[진로·창업] 1학년세미나 I,미정,김동중
GEKS007-XB,[진로·창업] 1학년세미나 I,미정,김희정
GEKS007-XC,[진로·창업] 1학년세미나 I,미정,이창희
GEKS007-XD,[진로·창업] 1학년세미나 I,미정,김유범
GEKS007-XE,[진로·창업] 1학년세미나 I,미정,이순영
GEKS007-XF,[진로·창업] 1학년세미나 I,미정,정재림
GEKS007-XG,[진로·창업] 1학년세미나 I,미정,정재림
GEKS007-XH,[진로·창업] 1학년세미나 I,미정,강정화
GEKS007-XI,[진로·창업] 1학년세미나 I,미정,정태구
GEKS007-XJ,[진로·창업] 1학년세미나 I,미정,정태구
GEKS007-XK,[진로·창업] 1학년세미나 I,미정,어도선
GEKS007-XL,[진로·창업] 1학년세미나 I,미정,어도선
GEKS007-XM,[진로·창업] 1학년세미나 I,미정,최석무
GEKS007-XN,[진로·창업] 1학년세미나 I,미정,최석무
GEKS007-XO,[진로·창업] 1학년세미나 I,미정,이신숙
GEKS007-XP,[진로·창업] 1학년세미나 I,미정,이신숙
GEKS007-XQ,[진로·창업] 1학년세미나 I,미정,강유선
GEKS007-XR,[진로·창업] 1학년세미나 I,미정,강유선
GEKS007-XS,[진로·창업] 1학년세미나 I,미정,이상근
GEKS007-XT,[진로·창업] 1학년세미나 I,미정,이상근
GEKS007-XU,[진로·창업] 1학년세미나 I,미정,성영배
GEKS007-XV,[진로·창업] 1학년세미나 I,미정,김영호
GEKS007-XW,[진로·창업] 1학년세미나 I,미정,김오석
GEKS007-XX,[진로·창업] 1학년세미나 I,미정,이재열
GEKS007-XY,[진로·창업] 1학년세미나 I,미정,권내현
GEKS007-XZ,[진로·창업] 1학년세미나 I,미정,권내현
GEKS007-Y1,[진로·창업] 1학년세미나 I,미정,정순일
GEKS007-Y2,[진로·창업] 1학년세미나 I,미정,정순일
GEKS007-Y3,[진로·창업] 1학년세미나 I,미정,홍용진
GEKS007-Y4,[진로·창업] 1학년세미나 I,미정,홍용진
GEKS007-Y5,[진로·창업] 1학년세미나 I,미정,송인학
GEKS007-Y6,[진로·창업] 1학년세미나 I,미정,민한울
GEKS007-Y7,[진로·창업] 1학년세미나 I,미정,이병훈
GEKS007-Y8,[진로·창업] 1학년세미나 I,미정,동완재
GEKS007-Y9,[진로·창업] 1학년세미나 I,수(3) ,박지혁
GEKS007-YA,[진로·창업] 1학년세미나 I,수(3) ,서홍석
GEKS007-YB,[진로·창업] 1학년세미나 I,수(3) ,양경식
GEKS007-YC,[진로·창업] 1학년세미나 I,수(3) ,우승훈
GEKS007-YD,[진로·창업] 1학년세미나 I,수(3) ,윤수식
GEKS007-YE,[진로·창업] 1학년세미나 I,미정,정익래
GEKS007-YF,[진로·창업] 1학년세미나 I,미정,이중희
GEKS007-YG,[진로·창업] 1학년세미나 I,미정,이상근
GEKS007-YI,[진로·창업] 1학년세미나 I,미정,석준희
GEKS007-YJ,[진로·창업] 1학년세미나 I,미정,신창환
GEKS007-YK,[진로·창업] 1학년세미나 I,미정,오윤호
GEKS007-YL,[진로·창업] 1학년세미나 I,미정,이형민
GEKS007-YM,[진로·창업] 1학년세미나 I,미정,임시정
GEKS007-YN,[진로·창업] 1학년세미나 I,미정,박선경
GEKS007-YO,[진로·창업] 1학년세미나 I,미정,YI SOHOON
GEKS007-YP,[진로·창업] 1학년세미나 I,미정,백상헌
GEKS007-YQ,[진로·창업] 1학년세미나 I,미정,신원재
GEKS007-YR,[진로·창업] 1학년세미나 I,미정,안정섭
GEKS007-YS,[진로·창업] 1학년세미나 I,미정,문준혁
GEKS007-YT,[진로·창업] 1학년세미나 I,미정,문준혁
GEKS007-YU,[진로·창업] 1학년세미나 I,미정,김대겸
GEKS007-YV,[진로·창업] 1학년세미나 I,미정,김대겸
GEKS007-YW,[진로·창업] 1학년세미나 I,미정,임시정
GEKS007-YX,[진로·창업] 1학년세미나 I,미정,곽도원
GEKS007-YY,[진로·창업] 1학년세미나 I,미정,이동은
GEKS007-YZ,[진로·창업] 1학년세미나 I,미정,박선경
GEKS007-Z1,[진로·창업] 1학년세미나 I,미정,YI SOHOON
GEKS007-Z2,[진로·창업] 1학년세미나 I,미정,박인원
GEKS007-Z3,[진로·창업] 1학년세미나 I,미정,박아란
GEKS007-Z5,[진로·창업] 1학년세미나 I,미정,이상원
GEKS007-Z6,[진로·창업] 1학년세미나 I,미정,김소현
GEKS007-Z8,[진로·창업] 1학년세미나 I,미정,박종훈
GEKS007-Z9,[진로·창업] 1학년세미나 I,미정,김대규
GEKS007-ZA,[진로·창업] 1학년세미나 I,미정,이찬
